chr1	43153467	43157467	-
chr1	44606515	44610515	+
chr1	44173618	44177618	-
chr1	45850345	45854345	+
chr1	45558127	45562127	-
chr1	50982366	50986366	+
chr1	51970818	51974818	-
chr1	52685548	52689548	+
chr1	53351840	53355840	-
chr1	52899889	52903889	+
chr1	54249878	54253878	-
chr1	54305526	54309526	+
chr1	55082322	55086322	-
chr1	54981231	54985231	-
chr1	57026178	57030178	-
chr1	58050817	58054817	+
chr1	58040183	58044183	+
chr1	57829704	57833704	+
chr1	58447979	58451979	+
chr1	58641177	58645177	-
chr1	57900414	57904414	+
chr1	58167979	58171979	+
chr1	59292075	59296075	-
chr1	59291937	59295937	-
chr1	59028326	59032326	-
chr1	59149744	59153744	-
chr1	59311750	59315750	+
chr1	59571107	59575107	+
chr1	60153124	60157124	+
chr1	60398215	60402215	+
chr1	59967849	59971849	+
chr1	60621609	60625609	-
chr1	60235442	60239442	+
chr1	59819480	59823480	+
chr1	62747890	62751890	+
chr1	63159313	63163313	+
chr1	63490477	63494477	+
chr1	63731501	63735501	-
chr1	63159044	63163044	+
chr1	64165963	64169963	-
chr1	64735918	64739918	+
chr1	64577377	64581377	+
chr1	65001398	65005398	-
chr1	65355830	65359830	+
chr1	65231258	65235258	+
chr1	66979940	66983940	-
chr1	66989630	66993630	-
chr1	66862169	66866169	-
chr1	66513020	66517020	+
chr1	66219902	66223902	+
chr1	67167639	67171639	+
chr1	69730534	69734534	-
chr1	70770288	70774288	+
chr1	71697808	71701808	-
chr1	72256881	72260881	-
chr1	72869053	72873053	+
chr1	72745138	72749138	-
chr1	72581138	72585138	-
chr1	73909040	73913040	-
chr1	74169021	74173021	-
chr1	74170114	74174114	+
chr1	75230997	75234997	+
chr1	75231276	75235276	+
chr1	74588860	74592860	-
chr1	74836592	74840592	+
chr1	75119800	75123800	-
chr1	75369590	75373590	-
chr1	74706327	74710327	+
chr1	74980173	74984173	-
chr1	77509663	77513663	-
chr1	78191711	78195711	-
chr1	78505634	78509634	+
chr1	78304920	78308920	+
chr1	79853240	79857240	-
chr1	81071891	81075891	+
chr1	82581424	82585424	-
chr1	82311153	82315153	+
chr1	82581495	82585495	+
chr1	83402775	83406775	-
chr1	84690796	84694796	-
chr1	84833879	84837879	-
chr1	84279220	84283220	-
chr1	85194185	85198185	+
chr1	87940437	87944437	+
chr1	87544624	87548624	+
chr1	88598378	88602378	+
chr1	88996181	89000181	-
chr1	88477076	88481076	-
chr1	89514886	89518886	+
chr1	89221572	89225572	+
chr1	89650585	89654585	+
chr1	89221603	89225603	+
chr1	89404937	89408937	-
chr1	89468445	89472445	-
chr1	89949985	89953985	+
chr1	89965353	89969353	+
chr1	89989575	89993575	+
chr1	89997831	90001831	+
chr1	89747861	89751861	+
chr1	90029383	90033383	+
chr1	90301593	90305593	+
chr1	91349385	91353385	+
chr1	92047976	92051976	-
chr1	91909152	91913152	-
chr1	92738548	92742548	-
chr1	92893303	92897303	+
chr1	93039679	93043679	+
chr1	93435656	93439656	+
chr1	93696053	93700053	+
chr1	94042970	94046970	-
chr1	93435141	93439141	+
chr1	95130473	95134473	+
chr1	95268472	95272472	+
chr1	95947130	95951130	-
chr1	95649609	95653609	+
chr1	97916335	97920335	-
chr1	99022880	99026880	-
chr1	98892137	98896137	-
chr1	100315700	100319700	+
chr1	99990209	99994209	-
chr1	106663395	106667395	+
chr1	107675299	107679299	+
chr1	107558253	107562253	-
chr1	107558437	107562437	+
chr1	107251287	107255287	-
chr1	108608867	108612867	-
chr1	108066445	108070445	+
chr1	109423579	109427579	+
chr1	111878313	111882313	+
chr1	112871949	112875949	-
chr1	117579713	117583713	+
chr1	120283634	120287634	+
chr1	121543577	121547577	-
chr1	121399359	121403359	-
chr1	120948196	120952196	-
chr1	122015763	122019763	+
chr1	122165659	122169659	-
chr1	122159857	122163857	-
chr1	123227166	123231166	-
chr1	123222601	123226601	-
chr1	123222255	123226255	-
chr1	123325643	123329643	+
chr1	127571572	127575572	+
chr1	127806791	127810791	-
chr1	129572598	129576598	-
chr1	129099562	129103562	+
chr1	129623989	129627989	+
chr1	129996985	130000985	-
chr1	130138757	130142757	+
chr1	130311993	130315993	-
chr1	131167880	131171880	+
chr1	132760353	132764353	+
chr1	132524183	132528183	-
chr1	133805034	133809034	+
chr1	133962639	133966639	-
chr1	133532890	133536890	+
chr1	133422565	133426565	+
chr1	133421938	133425938	-
chr1	134636374	134640374	-
chr1	134940588	134944588	+
chr1	134312029	134316029	+
chr1	134601903	134605903	-
chr1	134537435	134541435	-
chr1	135555976	135559976	-
chr1	137219389	137223389	+
chr1	136541257	136545257	+
chr1	136850517	136854517	-
chr1	136999853	137003853	-
chr1	137900919	137904919	-
chr1	138848207	138852207	-
chr1	138855025	138859025	-
chr1	140069882	140073882	-
chr1	140069703	140073703	-
chr1	140862297	140866297	+
chr1	141274028	141278028	+
chr1	141271653	141275653	-
chr1	140858285	140862285	+
chr1	142550979	142554979	-
chr1	142140833	142144833	+
chr1	145547814	145551814	-
chr1	145622181	145626181	-
chr1	145485826	145489826	+
chr1	146022502	146026502	-
chr1	148340795	148344795	+
chr1	148342816	148346816	+
chr1	151806414	151810414	-
chr1	152164546	152168546	+
chr1	152191901	152195901	-
chr1	152311295	152315295	-
chr1	152838565	152842565	-
chr1	153600503	153604503	+
chr1	153273565	153277565	-
chr1	153416502	153420502	+
chr1	153935450	153939450	-
chr1	154244996	154248996	+
chr1	154470241	154474241	-
chr1	154800230	154804230	+
chr1	154653019	154657019	+
chr1	155332790	155336790	-
chr1	155582959	155586959	-
chr1	157262574	157266574	-
chr1	157003832	157007832	+
chr1	156571050	156575050	-
chr1	157818385	157822385	-
chr1	157403249	157407249	+
chr1	158231479	158235479	-
chr1	158133156	158137156	-
chr1	158867757	158871757	-
chr1	159340726	159344726	-
chr1	158602470	158606470	-
chr1	158867518	158871518	-
chr1	160885569	160889569	-
chr1	161160456	161164456	+
chr1	161972510	161976510	+
chr1	162006116	162010116	-
chr1	162006049	162010049	-
chr1	162141023	162145023	-
chr1	162279702	162283702	-
chr1	163059610	163063610	-
chr1	162906736	162910736	+
chr1	164406165	164410165	-
chr1	164406161	164410161	-
chr1	164912622	164916622	-
chr1	166235805	166239805	+
chr1	165707809	165711809	+
chr1	166043394	166047394	+
chr1	167388594	167392594	-
chr1	167223896	167227896	+
chr1	167122564	167126564	-
chr1	168425719	168429719	-
chr1	168056029	168060029	-
chr1	167930765	167934765	-
chr1	168166875	168170875	-
chr1	168929547	168933547	+
chr1	169617688	169621688	+
chr1	169213258	169217258	-
chr1	170360389	170364389	-
chr1	171459595	171463595	-
chr1	172103077	172107077	-
chr1	172485241	172489241	-
chr1	172795902	172799902	-
chr1	172234463	172238463	-
chr1	172517980	172521980	-
chr1	173142100	173146100	+
chr1	173273829	173277829	+
chr1	173767827	173771827	+
chr1	174449260	174453260	+
chr1	175910975	175914975	-
chr1	176027590	176031590	+
chr1	175348734	175352734	+
chr1	176849950	176853950	-
chr1	176429955	176433955	+
chr1	177620721	177624721	-
chr1	178203443	178207443	-
chr1	177626723	177630723	+
chr1	178142073	178146073	-
chr1	178742942	178746942	+
chr1	179176898	179180898	-
chr1	179724640	179728640	-
chr1	179919565	179923565	+
chr1	180457255	180461255	+
chr1	181889219	181893219	+
chr1	181474659	181478659	+
chr1	182258606	182262606	+
chr1	183280758	183284758	+
chr1	182569464	182573464	+
chr1	183140109	183144109	-
chr1	183948111	183952111	-
chr1	183770532	183774532	-
chr1	184445614	184449614	-
chr1	184693036	184697036	+
chr1	185856339	185860339	+
chr1	187154037	187158037	+
chr1	186821428	186825428	-
chr1	187026046	187030046	+
chr1	188527871	188531871	-
chr1	189037325	189041325	-
chr1	189037389	189041389	+
chr1	189819705	189823705	+
chr1	190084716	190088716	+
chr1	191509965	191513965	-
chr1	191166071	191170071	-
chr1	191165232	191169232	-
chr1	191165583	191169583	-
chr1	191550146	191554146	+
chr1	192733649	192737649	-
chr1	193218920	193222920	-
chr1	193539902	193543902	+
chr1	193540273	193544273	+
chr1	193729406	193733406	-
chr1	193914445	193918445	-
chr1	194859892	194863892	-
chr1	194012753	194016753	+
chr1	194595413	194599413	-
chr1	195126187	195130187	+
chr1	197000909	197004909	-
chr1	196444022	196448022	+
chr1	196916442	196920442	-
chr1	4348395	4352395	-
chr1	4484494	4488494	-
chr1	4773807	4777807	-
chr1	4795973	4799973	+
chr1	5576573	5580573	+
chr1	5905479	5909479	-
chr1	6202742	6206742	+
chr1	6347411	6351411	+
chr1	7077000	7081000	+
chr1	9536126	9540126	+
chr1	9533488	9537488	+
chr1	9589347	9593347	+
chr1	9688290	9692290	-
chr1	9735728	9739728	+
chr1	9736463	9740463	-
chr1	9930624	9934624	-
chr1	9932199	9936199	-
chr1	9896718	9900718	+
chr1	9836361	9840361	+
chr1	9997211	10001211	-
chr1	10026240	10030240	-
chr1	10220751	10224751	-
chr1	12655643	12659643	+
chr1	13577945	13581945	-
chr1	13656851	13660851	+
chr1	13775010	13779010	-
chr1	14744047	14748047	-
chr1	14906943	14910943	-
chr1	15793738	15797738	+
chr1	16081122	16085122	-
chr1	16092514	16096514	-
chr1	16607419	16611419	-
chr1	16653271	16657271	+
chr1	16645632	16649632	+
chr1	16676536	16680536	+
chr1	17133453	17137453	+
chr1	17589981	17593981	+
chr1	17715497	17719497	+
chr1	18211645	18215645	-
chr1	18125132	18129132	-
chr1	18225524	18229524	-
chr1	18253219	18257219	-
chr1	19196994	19200994	+
chr1	19200134	19204134	+
chr1	20344534	20348534	+
chr1	20670849	20674849	+
chr1	20667090	20671090	+
chr1	20808294	20812294	-
chr1	20772351	20776351	-
chr1	20718985	20722985	+
chr1	20878554	20882554	-
chr1	20878702	20882702	+
chr1	21067306	21071306	-
chr1	21206711	21210711	+
chr1	21337757	21341757	+
chr1	21286393	21290393	-
chr1	21356411	21360411	+
chr1	21371636	21375636	+
chr1	23107092	23111092	-
chr1	23296539	23300539	+
chr1	23277107	23281107	+
chr1	23388014	23392014	-
chr1	23766764	23770764	+
chr1	24010479	24014479	-
chr1	24105180	24109180	-
chr1	25332799	25336799	-
chr1	30918101	30922101	-
chr1	31004555	31008555	-
chr1	31004600	31008600	-
chr1	31277683	31281683	+
chr1	31319691	31323691	+
chr1	31231279	31235279	+
chr1	31277501	31281501	-
chr1	32575844	32579844	-
chr1	32602138	32606138	-
chr1	33724668	33728668	+
chr1	33775263	33779263	+
chr1	33812595	33816595	-
chr1	33774740	33778740	+
chr1	33869272	33873272	-
chr1	33893759	33897759	-
chr1	34215174	34219174	+
chr1	34488044	34492044	-
chr1	34494673	34498673	+
chr1	34514590	34518590	+
chr1	34590492	34594492	+
chr1	34553274	34557274	+
chr1	34494517	34498517	-
chr1	34691055	34695055	-
chr1	34615788	34619788	-
chr1	34634537	34638537	+
chr1	34897895	34901895	-
chr1	34904803	34908803	+
chr1	36123244	36127244	+
chr1	36299147	36303147	-
chr1	36362577	36366577	+
chr1	36424026	36428026	-
chr1	36328270	36332270	-
chr1	36526441	36530441	+
chr1	36500084	36504084	-
chr1	36602046	36606046	-
chr1	36648177	36652177	-
chr1	36590574	36594574	-
chr1	36613226	36617226	-
chr1	36746331	36750331	+
chr1	36764770	36768770	-
chr1	36769382	36773382	+
chr1	37274105	37278105	+
chr1	37424065	37428065	+
chr1	37354737	37358737	+
chr1	37543450	37547450	-
chr1	37485016	37489016	+
chr1	37591104	37595104	-
chr1	37927050	37931050	+
chr1	37945256	37949256	-
chr1	37945397	37949397	+
chr1	37971338	37975338	-
chr1	38052053	38056053	-
chr1	38052854	38056854	+
chr1	38876060	38880060	-
chr1	39042658	39046658	+
chr1	38993993	38997993	+
chr1	39422695	39426695	+
chr1	39603685	39607685	-
chr1	39706027	39710027	-
chr1	39590646	39594646	+
chr1	39632192	39636192	-
chr1	39775834	39779834	-
chr1	39860177	39864177	-
chr1	39902175	39906175	-
chr1	40140696	40144696	-
chr1	40139612	40143612	+
chr1	40379471	40383471	+
chr1	40520850	40524850	+
chr1	40570206	40574206	+
chr1	40520465	40524465	+
chr1	40520396	40524396	+
chr1	40635071	40639071	+
chr1	40845502	40849502	-
chr1	41236097	41240097	-
chr1	42755180	42759180	+
chr1	42751990	42755990	+
chr1	42906077	42910077	+
chr1	43007716	43011716	+
chr1	43153554	43157554	+
chr1	43218806	43222806	-
chr1	43882553	43886553	-
chr1	43785446	43789446	+
chr1	44074851	44078851	-
chr1	44157233	44161233	-
chr1	44202588	44206588	+
chr1	44273776	44277776	-
chr1	44174812	44178812	+
chr1	44799794	44803794	-
chr1	45366382	45370382	+
chr1	45980439	45984439	-
chr1	46085282	46089282	-
chr1	46908354	46912354	-
chr1	51343969	51347969	+
chr1	51533243	51537243	-
chr1	52063087	52067087	+
chr1	52174281	52178281	+
chr1	52174465	52178465	+
chr1	52288076	52292076	-
chr1	52555292	52559292	-
chr1	52782162	52786162	-
chr1	52872532	52876532	-
chr1	53007684	53011684	-
chr1	53116506	53120506	+
chr1	53242461	53246461	-
chr1	53368506	53372506	+
chr1	53407543	53411543	-
chr1	53351938	53355938	+
chr1	53840059	53844059	-
chr1	54493815	54497815	-
chr1	54612528	54616528	-
chr1	55142991	55146991	+
chr1	55107613	55111613	+
chr1	55142776	55146776	-
chr1	55186088	55190088	+
chr1	55292020	55296020	+
chr1	55281626	55285626	-
chr1	55417551	55421551	-
chr1	55418313	55422313	-
chr1	55986084	55990084	+
chr1	56692295	56696295	-
chr1	57026312	57030312	+
chr1	57269840	57273840	-
chr1	57461518	57465518	-
chr1	57432388	57436388	-
chr1	57432463	57436463	+
chr1	57461391	57465391	+
chr1	58024368	58028368	-
chr1	58024928	58028928	-
chr1	58084812	58088812	+
chr1	58265240	58269240	+
chr1	58333169	58337169	+
chr1	58559953	58563953	-
chr1	58478932	58482932	-
chr1	58500330	58504330	-
chr1	58502476	58506476	+
chr1	58556270	58560270	-
chr1	58707484	58711484	+
chr1	58641442	58645442	+
chr1	58768129	58772129	+
chr1	58850217	58854217	+
chr1	58857345	58861345	+
chr1	59028414	59032414	+
chr1	59216480	59220480	-
chr1	59218233	59222233	-
chr1	59174940	59178940	-
chr1	59174650	59178650	-
chr1	59536990	59540990	+
chr1	59746801	59750801	+
chr1	59759651	59763651	+
chr1	59725678	59729678	-
chr1	59739849	59743849	+
chr1	60097931	60101931	-
chr1	60153344	60157344	-
chr1	60152978	60156978	-
chr1	60152751	60156751	-
chr1	60464462	60468462	+
chr1	61032757	61036757	+
chr1	60963868	60967868	+
chr1	61433275	61437275	+
chr1	62839306	62843306	-
chr1	63158841	63162841	-
chr1	63223596	63227596	+
chr1	63221396	63225396	-
chr1	63221404	63225404	+
chr1	63258783	63262783	-
chr1	63317842	63321842	+
chr1	63775198	63779198	+
chr1	63813841	63817841	-
chr1	63774892	63778892	-
chr1	64009300	64013300	+
chr1	64735233	64739233	-
chr1	64661742	64665742	-
chr1	64782324	64786324	-
chr1	65118106	65122106	-
chr1	65095737	65099737	-
chr1	65108014	65112014	-
chr1	65077322	65081322	-
chr1	65126841	65130841	-
chr1	65167767	65171767	-
chr1	65147937	65151937	-
chr1	65231053	65235053	-
chr1	65223716	65227716	-
chr1	65971095	65975095	+
chr1	66745466	66749466	+
chr1	66907883	66911883	-
chr1	67083446	67087446	-
chr1	67083408	67087408	-
chr1	71147546	71151546	-
chr1	71601729	71605729	+
chr1	71697908	71701908	+
chr1	71932685	71936685	+
chr1	72049769	72053769	-
chr1	72328946	72332946	+
chr1	72328888	72332888	-
chr1	72351994	72355994	+
chr1	72627824	72631824	+
chr1	72755833	72759833	+
chr1	72919439	72923439	-
chr1	73069159	73073159	+
chr1	73060609	73064609	+
chr1	73060473	73064473	-
chr1	73443541	73447541	+
chr1	73452143	73456143	-
chr1	74198567	74202567	+
chr1	74239205	74243205	-
chr1	74281123	74285123	+
chr1	74329607	74333607	+
chr1	74348910	74352910	-
chr1	74323173	74327173	+
chr1	74377183	74381183	+
chr1	74436182	74440182	+
chr1	74329312	74333312	-
chr1	74438883	74442883	+
chr1	74419776	74423776	+
chr1	74406681	74410681	+
chr1	74550633	74554633	+
chr1	74453957	74457957	+
chr1	74646028	74650028	+
chr1	74632934	74636934	+
chr1	74645971	74649971	-
chr1	74632602	74636602	-
chr1	74588933	74592933	+
chr1	74587462	74591462	+
chr1	74793529	74797529	-
chr1	74816465	74820465	+
chr1	74758147	74762147	+
chr1	74937709	74941709	-
chr1	74945295	74949295	-
chr1	74899602	74903602	+
chr1	74929982	74933982	-
chr1	74996225	75000225	-
chr1	75218229	75222229	-
chr1	75137359	75141359	+
chr1	75163219	75167219	+
chr1	75213828	75217828	-
chr1	75205403	75209403	+
chr1	75136942	75140942	-
chr1	75205353	75209353	-
chr1	75128464	75132464	-
chr1	75174857	75178857	-
chr1	75226668	75230668	-
chr1	75186733	75190733	+
chr1	75163308	75167308	+
chr1	75186497	75190497	-
chr1	75354918	75358918	+
chr1	75311592	75315592	-
chr1	75258783	75262783	-
chr1	75272955	75276955	-
chr1	75312212	75316212	-
chr1	75394659	75398659	+
chr1	75430517	75434517	+
chr1	75445084	75449084	+
chr1	75380184	75384184	+
chr1	75369871	75373871	+
chr1	75474106	75478106	+
chr1	75376688	75380688	+
chr1	75474046	75478046	-
chr1	75516103	75520103	+
chr1	75540840	75544840	+
chr1	75501651	75505651	+
chr1	76483707	76487707	+
chr1	78483421	78487421	-
chr1	78653014	78657014	+
chr1	78652399	78656399	+
chr1	78811523	78815523	+
chr1	79434665	79438665	-
chr1	79666547	79670547	-
chr1	79756344	79760344	-
chr1	79770592	79774592	+
chr1	80208519	80212519	-
chr1	80335005	80339005	-
chr1	80440506	80444506	+
chr1	82286014	82290014	-
chr1	82333623	82337623	+
chr1	82763031	82767031	-
chr1	82719492	82723492	+
chr1	83033023	83037023	-
chr1	83154336	83158336	+
chr1	83111340	83115340	+
chr1	84690413	84694413	+
chr1	84929658	84933658	-
chr1	84834415	84838415	+
chr1	85104428	85108428	-
chr1	85265141	85269141	-
chr1	87493385	87497385	-
chr1	87498466	87502466	-
chr1	87495277	87499277	+
chr1	87631181	87635181	-
chr1	87688021	87692021	+
chr1	87789084	87793084	+
chr1	87823057	87827057	+
chr1	87916516	87920516	+
chr1	87855630	87859630	-
chr1	87959193	87963193	+
chr1	88006545	88010545	-
chr1	88197795	88201795	+
chr1	88245860	88249860	-
chr1	88250902	88254902	-
chr1	88320903	88324903	+
chr1	88254030	88258030	-
chr1	88282716	88286716	-
chr1	88254148	88258148	+
chr1	88421310	88425310	+
chr1	88481674	88485674	+
chr1	88565148	88569148	-
chr1	88984503	88988503	-
chr1	89085171	89089171	+
chr1	89049602	89053602	-
chr1	89019582	89023582	+
chr1	89100385	89104385	+
chr1	89078067	89082067	+
chr1	89108513	89112513	+
chr1	89158938	89162938	+
chr1	89364838	89368838	+
chr1	89289304	89293304	-
chr1	89478596	89482596	+
chr1	89468601	89472601	+
chr1	89489124	89493124	+
chr1	89679145	89683145	+
chr1	89698254	89702254	+
chr1	89903126	89907126	-
chr1	90106533	90110533	+
chr1	90121594	90125594	+
chr1	90100323	90104323	-
chr1	90172132	90176132	-
chr1	90172154	90176154	-
chr1	90060586	90064586	+
chr1	90163983	90167983	-
chr1	90095185	90099185	+
chr1	90201286	90205286	+
chr1	90404641	90408641	-
chr1	90446091	90450091	+
chr1	90649464	90653464	+
chr1	90596766	90600766	-
chr1	90910687	90914687	+
chr1	90965036	90969036	+
chr1	91300708	91304708	-
chr1	91578467	91582467	-
chr1	91825751	91829751	-
chr1	92098554	92102554	+
chr1	92497999	92501999	+
chr1	92847684	92851684	+
chr1	92809676	92813676	+
chr1	92864197	92868197	-
chr1	92862244	92866244	-
chr1	92948020	92952020	+
chr1	93074398	93078398	+
chr1	93144895	93148895	+
chr1	93245649	93249649	+
chr1	93293360	93297360	-
chr1	93300606	93304606	-
chr1	93192914	93196914	+
chr1	93261006	93265006	+
chr1	93307799	93311799	-
chr1	93216651	93220651	+
chr1	93389244	93393244	+
chr1	94368335	94372335	-
chr1	94375196	94379196	-
chr1	94467701	94471701	+
chr1	94491097	94495097	+
chr1	94482908	94486908	+
chr1	94413092	94417092	-
chr1	94386330	94390330	-
chr1	94536525	94540525	-
chr1	94536562	94540562	-
chr1	94514457	94518457	+
chr1	94543418	94547418	-
chr1	94502415	94506415	+
chr1	94744954	94748954	+
chr1	94726262	94730262	+
chr1	94828984	94832984	+
chr1	94869923	94873923	+
chr1	94845167	94849167	-
chr1	94801565	94805565	+
chr1	94797483	94801483	-
chr1	94867695	94871695	+
chr1	94805401	94809401	+
chr1	94873479	94877479	+
chr1	94900910	94904910	+
chr1	94996442	95000442	-
chr1	95055447	95059447	-
chr1	95029816	95033816	+
chr1	95055525	95059525	-
chr1	95200447	95204447	-
chr1	95238221	95242221	+
chr1	95237365	95241365	-
chr1	95373569	95377569	+
chr1	95373385	95377385	-
chr1	95373637	95377637	+
chr1	95530304	95534304	-
chr1	95649415	95653415	-
chr1	95580270	95584270	+
chr1	95696511	95700511	-
chr1	95719816	95723816	+
chr1	95755920	95759920	+
chr1	95698541	95702541	+
chr1	95813013	95817013	+
chr1	95915069	95919069	+
chr1	95885085	95889085	+
chr1	96692018	96696018	+
chr1	97208204	97212204	+
chr1	97611095	97615095	-
chr1	98557150	98561150	-
chr1	98766748	98770748	-
chr1	99556595	99560595	-
chr1	99664755	99668755	+
chr1	99942370	99946370	-
chr1	100026043	100030043	+
chr1	103050344	103054344	+
chr1	107884982	107888982	+
chr1	108066101	108070101	-
chr1	108654319	108658319	-
chr1	108755756	108759756	+
chr1	108691302	108695302	-
chr1	108875560	108879560	+
chr1	108829025	108833025	+
chr1	108833533	108837533	+
chr1	108978057	108982057	-
chr1	108946880	108950880	-
chr1	109172948	109176948	-
chr1	109256890	109260890	+
chr1	109405999	109409999	+
chr1	109317265	109321265	+
chr1	109406086	109410086	+
chr1	109484582	109488582	+
chr1	113759495	113763495	-
chr1	120216419	120220419	+
chr1	120205709	120209709	-
chr1	120353842	120357842	-
chr1	120522521	120526521	+
chr1	121316825	121320825	-
chr1	121420730	121424730	+
chr1	121807745	121811745	-
chr1	121889787	121893787	-
chr1	122015496	122019496	-
chr1	121968357	121972357	-
chr1	122015673	122019673	-
chr1	121901556	121905556	+
chr1	122235158	122239158	+
chr1	122399661	122403661	-
chr1	122497063	122501063	+
chr1	122981981	122985981	+
chr1	123462557	123466557	-
chr1	123423042	123427042	-
chr1	127330304	127334304	-
chr1	127455592	127459592	+
chr1	129668740	129672740	+
chr1	129734867	129738867	-
chr1	129668631	129672631	-
chr1	129763349	129767349	+
chr1	130096937	130100937	+
chr1	130254233	130258233	-
chr1	130222895	130226895	-
chr1	130486876	130490876	-
chr1	132357317	132361317	-
chr1	132317576	132321576	-
chr1	132610398	132614398	-
chr1	132623830	132627830	-
chr1	132556195	132560195	-
chr1	132626552	132630552	+
chr1	132609153	132613153	-
chr1	132611903	132615903	+
chr1	132576148	132580148	-
chr1	132695478	132699478	+
chr1	132721260	132725260	+
chr1	132781988	132785988	-
chr1	132805873	132809873	-
chr1	132833818	132837818	-
chr1	132992120	132996120	-
chr1	132914421	132918421	+
chr1	133032811	133036811	-
chr1	133047783	133051783	+
chr1	133139755	133143755	-
chr1	133493690	133497690	+
chr1	133583271	133587271	+
chr1	133638598	133642598	+
chr1	133722588	133726588	+
chr1	133761853	133765853	+
chr1	133691971	133695971	+
chr1	133857491	133861491	+
chr1	133865185	133869185	+
chr1	133902181	133906181	+
chr1	134034262	134038262	-
chr1	134092664	134096664	+
chr1	134193202	134197202	+
chr1	134086012	134090012	+
chr1	134285858	134289858	-
chr1	134437517	134441517	-
chr1	134400806	134404806	+
chr1	134371943	134375943	+
chr1	134623929	134627929	+
chr1	134774931	134778931	+
chr1	134919925	134923925	-
chr1	135025742	135029742	+
chr1	135164385	135168385	-
chr1	135140673	135144673	+
chr1	135204399	135208399	+
chr1	135221788	135225788	+
chr1	135245250	135249250	+
chr1	135245142	135249142	+
chr1	135318789	135322789	-
chr1	135504857	135508857	-
chr1	135648324	135652324	-
chr1	135555462	135559462	-
chr1	135584685	135588685	-
chr1	135584593	135588593	-
chr1	135801750	135805750	-
chr1	135815978	135819978	-
chr1	135802576	135806576	-
chr1	135932091	135936091	+
chr1	135973732	135977732	-
chr1	136005818	136009818	+
chr1	136076980	136080980	+
